word,zipf,countable,uncountable,n_senses,first_gloss,variant_of,flag_reason,wikt_pos_list,wikt_dominant_pos,wikt_abbrev,corpus_n,corpus_dominant,corpus_noun_share,corpus_tag,corpus_name,likely_noun,name_suspect,pos_tags,lemma,pos_overlap,plural_of,verdict,scowl_verdict,scowl_size,scowl_pos,scowl_american_standard
femdom,2.51,1,1,3,Female domination; a sexual practice in which women dominate men or other people.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
shura,2.51,0,0,1,A body that provides counsel to a leader.,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
dimethyl,2.51,0,1,1,Two methyl groups in a molecule.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
enduro,2.51,1,1,3,"A motorcycle sport run on predominantly off-road courses, with many obstacles and challenges.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
cricketing,2.51,0,0,1,A game of cricket.,,,adj:1;noun:1;verb:1,adj,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
inclusivity,2.51,0,1,1,The quality of being inclusive; inclusiveness.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
timeslot,2.51,0,0,1,A conventionally defined time interval in a schedule.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
offsite,2.51,0,0,1,A group outing or meeting that takes place outside of the office.,,,adj:1;adv:1;noun:1,adj,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
governorate,2.51,0,0,1,The territory governed by a governor; a province.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yeet,2.51,0,0,1,"A type of dance involving dipping one's shoulder and swinging both hands out, while an audience repeatedly chants ""YEET yah, yah, yah, yah"".",,,verb:4;intj:2;noun:1,verb,False,0,,,,False,True,False,,,,,,absent,,,
grogan,2.51,0,0,1,A piece of excrement. A turd.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
omnium,2.51,0,0,2,"A multiple race event in track cycling. Historically the omnium has had a variety of formats. Currently it consists of the following six events: flying lap, points race, elimination, individual pursui",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
stephane,2.51,0,0,1,An Ancient Greek headdress like a coronet.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
diller,2.51,0,0,1,Only used in killer diller,,,noun:1,noun,False,2,PROPN,0.0,,False,True,False,,,,,,absent,,,
pardo,2.51,0,0,1,"A former money of account in Portuguese India, one twentieth of a rupia.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
dogecoin,2.51,1,1,2,"A cryptocurrency featuring the Shiba Inu from the ""doge"" meme as its logo.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
leng,2.51,1,1,2,A gun.,,,noun:2;adj:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
dern,2.51,0,0,5,A secret; secrecy.,,,noun:5;verb:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
concours,2.51,0,0,1,"A competitive examination, especially in medicine.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
tobruk,2.51,0,0,1,a type of defensive fighting position originally employed by the Axis forces during their North African campaign.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yano,2.51,0,0,1,Synonym of shabono (“communal hut built by the Yanomamo people”).,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
toki,2.5,0,0,1,A Japanese crested ibis (Nipponia nippon).,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
riba,2.5,0,1,1,"interest or usury, which is haram (sinful) according to sharia law.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
mobo,2.5,0,0,1,A motherboard.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
mirna,2.5,0,0,1,microRNA,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
playmaking,2.5,0,1,1,The initiation of offensive play with the intent of scoring a goal (or the equivalent),,,noun:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
poopy,2.5,1,1,1,Faeces.,,,adj:5;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
skelter,2.5,0,0,1,A gravity-based device used to store and rotate round food and drink in a first-in-first-out manner.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
rdf,2.5,0,0,1,radial distribution function,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
bajaj,2.5,0,0,1,A tuk-tuk.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
blogpost,2.5,0,0,1,An entry posted to a blog.,,,noun:1;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
downforce,2.5,0,0,1,Any force (produced by aerodynamics or gravity etc) that acts downwards,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
noll,2.5,0,0,1,"The head, especially the top of the head.",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
bork,2.5,0,0,2,"The bald notothen or bald rockcod (Pagothenia borchgrevinki), a species of cod icefish (Nototheniidae) native to the Southern Ocean.",,,verb:6;noun:2,verb,False,3,PROPN,0.0,,False,True,False,,,,,,absent,,,
bata,2.5,0,0,1,"A ceremonial double-headed drum played in triplet in the religion of santería, especially in Cuba and Puerto Rico, originally from the Yoruba of Nigeria.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
fon,2.5,0,0,2,A fool or idiot.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
numero,2.5,0,0,1,The sign ⟨ № ⟩.,,,noun:1,noun,False,2,NOUN,1.0,,False,True,False,,,,,,absent,,,
bannerman,2.5,0,0,4,"A person assigned to carry the colours, standards or guidons of a military unit.",,,noun:4,noun,False,2,PROPN,0.0,,False,True,False,,,,,,absent,,,
phaser,2.5,0,0,4,An electronic device that produces special effects on the sound produced by an electric guitar etc.,PHASR,,noun:4;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
helmer,2.5,0,0,1,Synonym of showrunner.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
eba,2.5,0,1,1,A stiff dough made by soaking garri in hot water and kneading it with a baton.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
puta,2.5,0,1,2,"A prostitute, whore, slut, bitch, etc.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
karo,2.5,0,1,1,"Pittosporum crassifolium, a shrub of New Zealand.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
beachside,2.49,1,1,1,The land bordering a beach.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
zod,2.49,0,0,1,A loser; a contemptible or uncool person.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kha,2.49,0,0,1,The name of the Cyrillic script letter Х / х.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
rodham,2.49,0,0,1,A bank of silt on the bed of a dried-up river,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
rigg,2.49,0,0,1,"A strong, stormy wind (now chiefly in the phrase ""Michaelmas riggs"").",,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
esper,2.49,0,0,2,A person who practices the development of psychic ability.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
sippy,2.49,0,0,1,A little sip; less than a serving of some particular drink,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
acca,2.49,0,0,2,An accumulator bet.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
agassi,2.49,0,1,1,"Miss, a young Korean, usually unmarried woman. Used as a form of address",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
perrier,2.49,0,0,1,A short mortar used for throwing stone shot.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
contessa,2.49,0,0,1,"A countess, often specifically an Italian countess",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
tippy,2.49,0,0,2,A dandy.,,,adj:4;noun:2,adj,False,0,,,,False,True,False,,,,,,absent,,,
westland,2.49,0,0,1,The western part of a geographic area; a land lying to the west.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
neuroimaging,2.49,0,1,1,"The generation of images showing activity in the nervous system, usually and especially brain activity.",,,noun:1;verb:1,noun,False,1,NOUN,1.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
submachine,2.49,0,0,2,A machine forming part of a larger machine.,,,noun:2;adj:1,noun,False,3,ADJ,0.0,,False,True,False,,,,,,absent,,,
fortis,2.49,0,0,1,A fortis consonant.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
ghulam,2.49,0,0,2,A personal guard to the shah of Persia.,,,noun:2,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
sangha,2.49,0,0,2,"The community of all followers of the Buddha; the ecclesia in which the devout take refuge; those who have ""entered the stream"" towards nirvana; one of the Three Jewels of Buddhism.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
hori,2.49,0,0,1,A Māori.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
cron,2.49,0,1,1,"A scheduler or timer that automatically starts a job, program, task.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
eze,2.48,0,0,1,A chief of the Igbo people.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
ayahuasca,2.48,0,1,2,"A giant vine native to South America (especially Banisteriopsis caapi), noted for its psychotropic properties.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
gato,2.48,0,0,1,"cat, kitty",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
microgravity,2.48,0,1,1,"A state of very low acceleration between two free floating objects, as found in sustained freefall, in orbit, or in interstellar space.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
jeet,2.48,0,0,2,A person of South Asian (especially Indian) ancestry.,,,noun:2;intj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
victimhood,2.48,0,1,1,The state or perception of being a victim.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kokoro,2.48,0,0,1,A heart.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
celestine,2.48,1,1,2,A heavenly being: an angel or other resident of Heaven.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
killeen,2.48,0,0,1,An ancient Irish burial ground.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
gundy,2.48,0,0,2,A front claw of a crab.,,,noun:2,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
ponting,2.48,0,0,1,the act of posing until nearly frozen in all sorts of uncomfortable positions.,,,noun:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
ipos,2.48,0,0,1,The tuber of any one of several edible species of Perideridia spp.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
treviso,2.48,0,1,1,"A certain mild variety of radicchio, a type of chicory",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
trev,2.48,0,0,3,A farm assistant or other rural worker; an ordinary country bloke.,tref,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
stoneman,2.48,0,0,1,A miner who makes excavations in hard strata other than coal.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
heer,2.48,0,0,2,"A yarn measure of six hundred yards, or 1/24 of a spindle.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
sev,2.48,0,1,1,An Indian snack food consisting of small pieces of crunchy noodles made from chickpea flour paste.,,,noun:1;num:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
decoupling,2.48,1,1,3,The act or process by which something is decoupled.,,,noun:3;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
ananda,2.48,0,1,1,The eternal bliss that accompanies the ending of the rebirth cycle.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kalam,2.48,0,1,1,Speculative theology.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
swisher,2.48,0,0,3,One who swishes something.,,,noun:3;adj:1,noun,False,0,,,,False,True,False,NOUN,,,,,absent,,,
tew,2.48,0,0,5,Prep work; labour.,,,verb:8;noun:5;adv:1,verb,False,0,,,,False,True,False,,,,,,absent,,,
nong,2.48,0,0,1,An idiot.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
bushfire,2.48,0,0,1,An uncontrolled fire in a wooded or grassy area; a wildfire.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
witney,2.48,0,0,1,A kind of woollen cloth.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
padang,2.48,0,0,1,Malaysian grassland,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
araki,2.48,0,1,1,A date liquor distilled illegally in Sudan.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
diya,2.48,0,1,2,"A small bowl-shaped oil lamp, usually made from clay, with a cotton wick dipped in ghee or vegetable oil, often used on religious occasions.",diyya,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
bartending,2.48,0,1,1,"The craft of mixing drinks, making cocktails, and related skills of tending a bar.",,,noun:1;verb:1,noun,False,1,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
zahir,2.48,0,1,1,The external or apparent meaning of the Qur'an,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
koda,2.47,0,1,2,Synonym of kodo (“a kind of millet”).,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
osh,2.47,0,1,1,A Tajik dish of rice cooked with meat and oil; a kind of pilaf.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
tracklist,2.47,0,0,1,"A tracklisting; a list of tracks appearing on an album, EP, LP etc.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
emacs,2.47,0,0,1,Any implementation or reimplementation of Emacs.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
topo,2.47,0,0,2,A topographic map.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
caerphilly,2.47,0,1,1,"A light-colored, crumbly cheese made from cow's milk.",,,noun:1,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
busking,2.47,0,0,1,Clothing; dress; ornaments worn.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
katara,2.47,0,0,1,"An Indian push dagger with an H-shaped handle, used predominantly ceremonially, and rarely as a weapon.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
batu,2.47,0,1,1,"The drug methamphetamine hydrochloride, crystal meth.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
sharknado,2.47,0,0,1,A tornado containing sharks.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
peet,2.47,0,0,1,"A paw, especially a more humanoid-looking one.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pradhan,2.47,0,0,1,"An official in parts of India, equivalent to vizier in rank and function.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
heya,2.47,0,0,1,"the so-called ""stable"" of rikishi who train under the instruction of a particular shisho; the place where this group lives and trains",,,intj:1;noun:1,intj,False,16,OTHER,0.0,,False,True,False,,,,,,absent,,,
udon,2.47,0,1,1,A Japanese wheat noodle.,,,noun:1,noun,False,1,OTHER,0.0,,False,True,False,,,,,,absent,,,
yadda,2.47,0,0,1,One of a set of items which do not need to be specified; often used in conjunction with the catch phrase yadda yadda yadda.,,,intj:1;noun:1,intj,False,0,,,,False,True,False,,,,,,absent,,,
yana,2.47,0,0,1,Any of the vehicles of Buddhist or Tantric practice.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yad,2.47,0,0,2,A pointer used in the ritual of Torah-reading.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
adblock,2.47,0,0,1,Synonym of adblocker.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
tunable,2.47,0,0,1,A setting that can be configured.,,,adj:2;noun:1,adj,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
mui,2.47,0,0,1,Chinese plum,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
chapstick,2.47,1,1,1,Synonym of lip balm.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
rollie,2.47,0,0,1,A cigarette rolled by hand.,,,noun:1,noun,False,1,PROPN,0.0,,False,True,False,,,,,,absent,,,
jy,2.47,0,0,1,The name of the Latin script letter J/j.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
letty,2.47,0,0,1,Only used in scarper the letty,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
estadio,2.47,0,0,1,"A traditional Portuguese unit of distance, variously equivalent to about 185.2, 231.5, or 257.2 m depending on the number of leagues per equatorial degree.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
presidente,2.47,0,0,1,"A Cuban cocktail made from rum, curaçao, dry vermouth, and grenadine that is stirred or shaken with cracked ice.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
heng,2.47,0,0,1,"The character ꜧ, combining an h and an eng, which stands for the hypothetical phoneme in English that includes both [h] and [ŋ] as its allophones.",,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
triomphe,2.47,0,1,1,A card game dating from the late 15th century.,,,noun:1,noun,False,1,OTHER,0.0,,False,True,False,,,,,,absent,,,
kokomo,2.46,0,0,1,Synonym of Blyth's hornbill.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
zebrafish,2.46,0,0,3,"A small striped fish of species Danio rerio, originally from India but now common as an aquarium fish and as a subject of genetic experiments.",,,noun:3,noun,False,0,,,,False,True,False,,,adjective-like (morphology),,,absent,,,
yuko,2.46,0,0,1,The score for a throw that lands the opponent on his or her side.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
iyengar,2.46,0,1,1,A form of hatha (yoga) that focuses on precision in asana and pranayama,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
ringwood,2.46,0,0,1,"An Australian tree, Syzygium anisatum.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
slurping,2.46,1,1,1,A sound or motion that slurps.,,,noun:1;verb:1,noun,False,2,VERB,0.0,,False,True,False,NOUN;VERB,,"noun, also verb",,,absent,,,
reframe,2.46,0,0,1,An instance of reframing.,,,verb:3;noun:1,verb,False,0,,,,False,True,False,,,,,,absent,,,
bih,2.46,0,0,1,A bitch.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
estado,2.46,0,0,1,"A traditional Spanish unit of length, equivalent to about 1.67 m.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pupper,2.46,0,0,1,Synonym of dog or puppy.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
gac,2.46,0,1,1,"The Southeast Asian fruit Momordica cochinchinensis, a reddish spiny gourd with high lycopene content.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
morro,2.46,0,0,1,A round hill or point of land.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
telematics,2.46,0,1,2,"The science of sending, receiving and storing information by means of telecommunication devices.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
gault,2.46,1,1,1,"A type of stiff, blue clay, sometimes used for making bricks.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
winky,2.46,0,0,2,"An emoticon or smiley that shows a winking face, such as ;-) or 😉.",,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
fansite,2.46,0,0,1,"A website aimed at fans of something, such as a singer or football team.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
asperger,2.46,0,0,2,An aspergillum.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
rupa,2.46,0,1,1,"form, shape, outward appearance.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
autophagy,2.46,1,1,3,"The process of self-digestion by a cell through the action of enzymes originating within the same cell, and often a defensive or self-preservation measure.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
softcore,2.46,0,1,1,Pornography that does not contain depictions of explicit sexual penetration.,,,adj:1;noun:1,adj,False,0,,,,False,True,False,,,,,,absent,,,
palmas,2.46,0,1,1,Clapping of the hands.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
yuba,2.46,0,1,1,Dried tofu skin; the film that forms on top of a vat of boiling soy milk.,,,noun:1,noun,False,3,PROPN,0.0,,False,True,False,,,,,,absent,,,
colada,2.46,0,0,1,piña colada,,,noun:1,noun,False,1,NOUN,1.0,,False,True,False,,,,,,absent,,,
shand,2.46,0,1,2,Shame; scandal; disgrace.,,,noun:2;adj:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
exfoliating,2.46,0,1,1,exfoliation,,,adj:1;noun:1;verb:1,adj,False,1,VERB,0.0,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
noni,2.46,1,1,2,The Polynesian fruit tree Morinda citrifolia.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
distro,2.45,1,1,5,"A set of software components, often open source, that have been packaged into a larger product or component for distribution to end-users.",,,noun:5,noun,False,0,,,,False,True,False,,,,,,absent,,,
rabi,2.45,0,0,2,Spring.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
boykin,2.45,0,0,1,A little boy.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
thumper,2.45,1,1,9,One who thumps.,,,noun:9,noun,False,0,,,,False,True,False,,,,,,absent,,,
gamepad,2.45,0,0,1,A type of game controller held in both hands and controlled with the thumbs.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
pata,2.45,0,0,1,An Indian sword with an attached gauntlet.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
adorno,2.45,0,0,1,"A clay ornament attached to a piece of pottery, usually at the rim.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
erectus,2.45,0,1,1,Homo erectus.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
soylent,2.45,0,1,1,"An undesirable, lackluster, and artificial foodstuff, as a substitute for real meat.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
dier,2.45,0,0,1,One who dies.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
morgenstern,2.45,0,0,1,morning star (spiked weapon),,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
taha,2.45,0,0,2,"The yellow-crowned bishop, Euplectes afer, especially the southern subspecies taha.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
bapu,2.45,0,0,1,father,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
wey,2.45,0,0,1,An old English measure of weight containing 224 pounds; equivalent to 2 hundredweight.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
shunting,2.45,1,1,3,"The connection of an electrical component in parallel with another, the current being divided between them.",,,noun:3;verb:1,noun,False,0,,,,False,True,False,NOUN;VERB,,"noun, also verb",,,absent,,,
wellies,2.45,0,0,1,Wellington boots.,,,noun:1,noun,False,0,,,,False,True,False,,,,welly,,absent,,,
speight,2.45,0,0,1,A woodpecker.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
chronos,2.45,0,0,1,"A steady, quantifiable beat or rhythm; measured or objective time.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
vig,2.45,1,1,3,Synonym of vigorish (“charge taken on bets”).,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
sesh,2.45,0,0,4,A session.,,,noun:4;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
brandis,2.45,0,0,1,A triangular fire stand; trivet.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
shagging,2.45,0,1,1,An act (or acts) of sexual intercourse.,,,adj:1;noun:1;verb:1,adj,False,0,,,,False,True,False,,,"verb form (-ing, morphology)",,,absent,,,
rinpoche,2.45,0,0,1,"A title warranting great respect, prefixed to the names of Tibetan Buddhists.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
alcantara,2.45,0,1,1,"A suede-like synthetic textile, composed of polyester and polyurethane.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
cajon,2.45,0,0,2,"A large valley surrounded by mountains of considerable height (especially in Latin America), through which a river runs.",cajón,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
blackfoot,2.45,0,1,1,A tropical American bush of the genus Melampodium.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
dono,2.45,0,0,1,A donation.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
knockin,2.45,0,0,1,The insertion of a cDNA sequence at a particular locus in an organism's chromosome,,,noun:1,noun,False,1,VERB,0.0,,False,True,False,,,,,,absent,,,
ashfield,2.44,0,0,1,A field that is covered in ash.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
superbike,2.44,0,0,1,"A super sport bike with a large engine, usually between 800 and 1200 cc",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
dall,2.44,0,0,1,A tile with an incised surface.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
permaculture,2.44,1,1,2,Any system of sustainable agriculture that renews natural resources and enriches local ecosystems.,,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
shastri,2.44,0,0,1,Someone who teaches the shastras.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
darkside,2.44,1,1,5,"The side of something that is in darkness or unlit, or has less illumination.",,,noun:5,noun,False,0,,,,False,True,False,,,,,,absent,,,
multiplexing,2.44,1,1,1,The simultaneous transmission of multiple signals on the same channel.,,,noun:1;verb:1,noun,False,0,,,,False,True,False,NOUN,,,,,absent,,,
mukhtar,2.44,0,0,3,"A minor official—usually overseeing a village or town—in many Arab countries and (historical) in the Ottoman Empire and its successor states, including Turkey, Northern Cyprus, and formerly Albania.",muhtar,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
mangan,2.44,0,0,1,"A win achieving five han, or three/four han with the required number of fu; worth 12,000 points if the winning player is on the East (dealer) side or 8,000 points otherwise.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
beatdown,2.44,1,1,3,A severe beating.,,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
syrah,2.44,1,1,2,"A dark-skinned variety of grape, used to produce red wines.",,,noun:2,noun,False,0,,,,False,True,False,,,,,,absent,,,
bool,2.44,0,0,1,A Boolean variable (one whose value is either true or false).,,,noun:1;verb:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
coochie,2.44,0,0,3,"The hootchy-kootchy, a type of erotic dance.",,,noun:3,noun,False,0,,,,False,True,False,,,,,,absent,,,
bure,2.44,0,0,1,A traditional Fijian cottage with a steep thatched roof and wide windows.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
kou,2.43,0,1,1,A tree of species Cordia subcordata.,,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
cerevisiae,2.43,0,1,1,"The species Saccharomyces cerevisiae, or brewer's yeast.",,,noun:1,noun,False,0,,,,False,True,False,,,,,,absent,,,
